AC,2C,AD,2D,3D,9
AC,2C,AD,2D,4D,9
AC,2C,AD,2D,5D,9
AC,2C,AD,2D,6D,9
AC,2C,AD,2D,7D,9
AC,2C,AD,2D,8D,9
AC,2C,AD,2D,9D,9
AC,2C,AD,2D,10D,9
AC,2C,AD,2D,JD,9
AC,2C,AD,2D,QD,9
AC,2C,AD,2D,KD,9
AC,2C,AD,3D,4D,9
AC,2C,AD,3D,5D,9
AC,2C,AD,3D,6D,9
AC,2C,AD,3D,7D,9
AC,2C,AD,3D,8D,9
AC,2C,AD,3D,9D,9
AC,2C,AD,3D,10D,9
AC,2C,AD,3D,JD,9
AC,2C,AD,3D,QD,9
AC,2C,AD,3D,KD,9
AC,2C,AD,4D,5D,9
AC,2C,AD,4D,6D,9
AC,2C,AD,4D,7D,9
AC,2C,AD,4D,8D,9
AC,2C,AD,4D,9D,9
AC,2C,AD,4D,10D,9
AC,2C,AD,4D,JD,9
AC,2C,AD,4D,QD,9
AC,2C,AD,4D,KD,9
AC,2C,AD,5D,6D,9
AC,2C,AD,5D,7D,9
AC,2C,AD,5D,8D,9
AC,2C,AD,5D,9D,9
AC,2C,AD,5D,10D,9
AC,2C,AD,5D,JD,9
AC,2C,AD,5D,QD,9
AC,2C,AD,5D,KD,9
AC,2C,AD,6D,7D,9
AC,2C,AD,6D,8D,9
AC,2C,AD,6D,9D,9
AC,2C,AD,6D,10D,9
AC,2C,AD,6D,JD,9
AC,2C,AD,6D,QD,9
AC,2C,AD,6D,KD,9
AC,2C,AD,7D,8D,9
AC,2C,AD,7D,9D,9
AC,2C,AD,7D,10D,9
AC,2C,AD,7D,JD,9
AC,2C,AD,7D,QD,9
AC,2C,AD,7D,KD,9
AC,2C,AD,8D,9D,9
AC,2C,AD,8D,10D,9
AC,2C,AD,8D,JD,9
AC,2C,AD,8D,QD,9
AC,2C,AD,8D,KD,9
AC,2C,AD,9D,10D,9
AC,2C,AD,9D,JD,9
AC,2C,AD,9D,QD,9
AC,2C,AD,9D,KD,9
AC,2C,AD,10D,JD,9
AC,2C,AD,10D,QD,9
AC,2C,AD,10D,KD,9
AC,2C,AD,JD,QD,9
AC,2C,AD,JD,KD,9
AC,2C,AD,QD,KD,9
AC,2C,2D,3D,4D,9
AC,2C,2D,3D,5D,9
AC,2C,2D,3D,6D,9
AC,2C,2D,3D,7D,9
AC,2C,2D,3D,8D,9
AC,2C,2D,3D,9D,9
AC,2C,2D,3D,10D,9
AC,2C,2D,3D,JD,9
AC,2C,2D,3D,QD,9
AC,2C,2D,3D,KD,9
AC,2C,2D,4D,5D,9
AC,2C,2D,4D,6D,9
AC,2C,2D,4D,7D,9
AC,2C,2D,4D,8D,9
AC,2C,2D,4D,9D,9
AC,2C,2D,4D,10D,9
AC,2C,2D,4D,JD,9
AC,2C,2D,4D,QD,9
AC,2C,2D,4D,KD,9
AC,2C,2D,5D,6D,9
AC,2C,2D,5D,7D,9
AC,2C,2D,5D,8D,9
AC,2C,2D,5D,9D,9
AC,2C,2D,5D,10D,9
AC,2C,2D,5D,JD,9
AC,2C,2D,5D,QD,9
AC,2C,2D,5D,KD,9
AC,2C,2D,6D,7D,9
AC,2C,2D,6D,8D,9
AC,2C,2D,6D,9D,9
AC,2C,2D,6D,10D,9
AC,2C,2D,6D,JD,9
AC,2C,2D,6D,QD,9
AC,2C,2D,6D,KD,9
AC,2C,2D,7D,8D,9
AC,2C,2D,7D,9D,9
AC,2C,2D,7D,10D,9
AC,2C,2D,7D,JD,9
AC,2C,2D,7D,QD,9
AC,2C,2D,7D,KD,9
AC,2C,2D,8D,9D,9
AC,2C,2D,8D,10D,9
AC,2C,2D,8D,JD,9
AC,2C,2D,8D,QD,9
AC,2C,2D,8D,KD,9
AC,2C,2D,9D,10D,9
AC,2C,2D,9D,JD,9
AC,2C,2D,9D,QD,9
AC,2C,2D,9D,KD,9
AC,2C,2D,10D,JD,9
AC,2C,2D,10D,QD,9
AC,2C,2D,10D,KD,9
AC,2C,2D,JD,QD,9
AC,2C,2D,JD,KD,9
AC,2C,2D,QD,KD,9
AC,2C,3D,4D,5D,9
AC,2C,3D,4D,6D,9
AC,2C,3D,4D,7D,9
AC,2C,3D,4D,8D,9
AC,2C,3D,4D,9D,9
AC,2C,3D,4D,10D,9
AC,2C,3D,4D,JD,9
AC,2C,3D,4D,QD,9
AC,2C,3D,4D,KD,9
AC,2C,3D,5D,6D,9
AC,2C,3D,5D,7D,9
AC,2C,3D,5D,8D,9
AC,2C,3D,5D,9D,9
AC,2C,3D,5D,10D,9
AC,2C,3D,5D,JD,9
AC,2C,3D,5D,QD,9
AC,2C,3D,5D,KD,9
AC,2C,3D,6D,7D,9
AC,2C,3D,6D,8D,9
AC,2C,3D,6D,9D,9
AC,2C,3D,6D,10D,9
AC,2C,3D,6D,JD,9
AC,2C,3D,6D,QD,9
AC,2C,3D,6D,KD,9
AC,2C,3D,7D,8D,9
AC,2C,3D,7D,9D,9
AC,2C,3D,7D,10D,9
AC,2C,3D,7D,JD,9
AC,2C,3D,7D,QD,9
AC,2C,3D,7D,KD,9
AC,2C,3D,8D,9D,9
AC,2C,3D,8D,10D,9
AC,2C,3D,8D,JD,9
AC,2C,3D,8D,QD,9
AC,2C,3D,8D,KD,9
AC,2C,3D,9D,10D,9
AC,2C,3D,9D,JD,9
AC,2C,3D,9D,QD,9
AC,2C,3D,9D,KD,9
AC,2C,3D,10D,JD,9
AC,2C,3D,10D,QD,9
AC,2C,3D,10D,KD,9
AC,2C,3D,JD,QD,9
AC,2C,3D,JD,KD,9
AC,2C,3D,QD,KD,9
AC,2C,4D,5D,6D,9
AC,2C,4D,5D,7D,9
AC,2C,4D,5D,8D,9
AC,2C,4D,5D,9D,9
AC,2C,4D,5D,10D,9
AC,2C,4D,5D,JD,9
AC,2C,4D,5D,QD,9
AC,2C,4D,5D,KD,9
AC,2C,4D,6D,7D,9
AC,2C,4D,6D,8D,9
AC,2C,4D,6D,9D,9
AC,2C,4D,6D,10D,9
AC,2C,4D,6D,JD,9
AC,2C,4D,6D,QD,9
AC,2C,4D,6D,KD,9
AC,2C,4D,7D,8D,9
AC,2C,4D,7D,9D,9
AC,2C,4D,7D,10D,9
AC,2C,4D,7D,JD,9
AC,2C,4D,7D,QD,9
AC,2C,4D,7D,KD,9
AC,2C,4D,8D,9D,9
AC,2C,4D,8D,10D,9
AC,2C,4D,8D,JD,9
AC,2C,4D,8D,QD,9
AC,2C,4D,8D,KD,9
AC,2C,4D,9D,10D,9
AC,2C,4D,9D,JD,9
AC,2C,4D,9D,QD,9
AC,2C,4D,9D,KD,9
AC,2C,4D,10D,JD,9
AC,2C,4D,10D,QD,9
AC,2C,4D,10D,KD,9
AC,2C,4D,JD,QD,9
AC,2C,4D,JD,KD,9
AC,2C,4D,QD,KD,9
AC,2C,5D,6D,7D,9
AC,2C,5D,6D,8D,9
AC,2C,5D,6D,9D,9
AC,2C,5D,6D,10D,9
AC,2C,5D,6D,JD,9
AC,2C,5D,6D,QD,9
