win_rate,bot_decision
0.9134980936444423,2
0.6313414987503665,2
0.5282351227076172,0
0.8053265604139748,1
0.7133333342584496,0
0.7630878841564687,0
0.8839743736944451,0
0.6184352196449616,2
0.7232248235260627,3
0.9435782864751486,1
0.7868315451673396,2
0.5182337552660694,1
0.8209143749836872,1
0.9088374658694198,1
0.9994520279752732,3
0.8807093701081035,4
0.6304329234043015,1
0.9837539742603686,3
0.9038244388931468,2
0.9105166478188936,2
0.9015840033054061,3
0.842108333028228,1
0.6752844862778032,0
0.7720571455492967,1
0.6601880469672692,1
0.7865360129809802,3
0.7165669466176408,1
0.9936262179615872,0
0.8055711001765334,1
0.7446070014762438,1
0.6738197538342547,0
0.761079811441621,4
0.9842822180369566,4
0.7649111877957148,1
0.9251412151985835,0
0.9431255452912837,0
0.9009204884214157,1
0.9965828536561393,0
0.7046309973193122,1
0.7183043121977072,3
0.9641222819110187,1
0.9879342715837501,1
0.9481409368130143,2
0.859925396330595,3
0.5437229863345002,0
0.7451176405256423,1
0.9665431475543536,3
0.7500010840394303,3
0.8604605823505543,1
0.9809191554986232,1
0.7704337527261647,0
0.7795571095266656,1
0.8697344208255321,2
0.6943296817335127,2
0.7055033262884436,3
0.7661770042575832,0
0.931304925660415,1
0.6809737927734362,3
0.4410361432805253,0
0.701847035646422,2
0.9436219523744783,2
0.8898949166572176,3
0.8516909239602889,1
0.9727279528055747,2
0.5349276808563694,0
0.7506431389402124,1
0.6934819133221779,1
0.9138864744470374,3
0.9866500998724974,3
0.8453141798597843,0
0.9298194242359068,2
0.6427166257640361,0
0.8851505349999277,1
0.12122510097107353,0
0.8873990831771597,1
0.842367433012033,1
0.9186319329155053,3
0.02189482813551069,0
0.318014619278964,0
0.9476782185276881,1
0.5452954287435545,0
0.7676316005622882,0
0.9318574239685072,2
0.9166242457994909,1
0.9753092015053764,0
0.8118760135646276,1
0.9205479528577571,1
0.6937491728420764,2
0.7373388396122311,1
0.7041623265125527,3
0.9950277532077441,2
0.5255707850040408,0
0.9060316179116283,0
0.9561337296244875,1
0.825743820218251,3
0.8622702626332649,2
0.743781289847175,0
0.917921556100844,1
0.828974535712177,4
0.7340848559536669,1
0.9557482246820322,0
0.9917183043840074,3
0.763333669215535,1
0.8691831569441575,2
0.808736682115408,3
0.7867085407466631,1
0.8139969936632448,3
0.7002463944584186,0
0.8714453800028161,2
0.7048381756373752,1
0.7860425965935709,3
0.8007838704670872,3
0.8685143717544768,0
0.7702826072402703,1
0.9762421757911358,3
0.9090838476537564,3
0.9246405311301857,1
0.8951981355529018,1
0.7631056932205852,2
0.7481746588268215,1
0.6951388346106654,0
0.8975166036971558,1
0.8932297928781374,4
0.925945026406346,1
0.9502885258133085,1
0.7015901375505866,1
0.9345174580762525,2
0.8938595800311406,0
0.8515465790329897,1
0.7754487698564095,3
0.9709824622659702,1
0.9530836461087218,2
0.8110633571484939,0
0.7158733634757,1
0.7531361113509586,2
0.44937424881034027,0
0.7023535670445185,1
0.651439881900992,1
0.9129632446359942,1
0.7858528297597337,1
0.7501224564550099,3
0.7082453683361644,2
0.7649600576381252,1
0.8545512398617643,1
0.9449822467990058,1
0.9497452751817849,3
0.876445864716017,2
0.8383990507795037,0
0.9370432691584534,1
0.615474967094444,0
0.8517168828030488,1
0.5864286190372308,0
0.8915066517820202,1
0.7955771455523145,0
0.7823994470856278,1
0.6924986769279297,0
0.6545526335719029,0
0.8687102800398678,2
0.9887132309453972,2
0.9887326031632502,2
0.716234748121702,1
0.7874806044493051,0
0.7129672258413167,1
0.9372468115891959,1
0.9300706024288462,1
0.8299997945801524,3
0.8353318439226679,1
0.9443131277963186,1
0.8225273915570122,1
0.992887666480595,2
0.8112797161739326,1
0.7235919009929247,2
0.9163204106393695,0
0.713507095536549,2
0.8746783556065331,1
0.6500960400993256,1
0.6743198868262172,1
0.9763650619350709,0
0.873055890225263,0
0.9227472865747648,1
0.9038676551469261,4
0.8046879229427703,4
0.9253742006830796,0
0.9431833550270078,1
0.9328281572614127,2
0.8123767629314377,2
0.7684278938031645,1
0.8235170048679363,2
0.7558118758555964,1
0.6628051251098229,0
0.779616919627658,0
0.680367523886797,1
0.8467753057420506,1
0.8628020238184338,1
0.7931422766787147,1
0.7718734346347262,2
0.8167105569160534,3
0.9720395678607685,0
0.9538585356279642,1
0.8286956381248399,4
0.8268852469033697,3
0.7632861348194752,4
0.7337312136223895,3
0.7007340086660634,2
0.8476936695725836,1
0.4223110337921473,0
0.9548956808686921,0
0.8868090480510507,1
0.8837355325762871,0
0.5425129531599583,0
0.9468406426251659,3
0.7011537347308994,2
0.8937256348140722,1
0.27630897094061213,0
0.9088935034353267,1
0.9717074547967408,1
0.8228129654514262,2
0.769530754052412,1
0.9941098115049843,0
0.9666934722124174,1
0.7501993455160862,2
0.7840876569956672,2
0.8860628093198478,0
0.6423688022540426,2
0.9744735542305173,0
0.8157121458400305,3
0.6919663406573874,2
0.7459894072396337,3
0.7770999243709396,0
0.7772462968219923,2
0.7016691804189313,2
0.9942652435791881,1
0.6635040884968677,1
0.7412409338725334,2
0.7390997716423205,1
0.8661939447072694,2
0.8964225342688196,0
0.8909939571422174,2
0.8184656607147034,2
0.8437347436066447,2
0.8724507760082791,1
0.7988301638082667,1
0.8303149438491308,1
0.7403091599815135,4
0.8889575267548615,1
0.7290062098750073,0
0.7282258939496338,1
0.7882306755742486,4
0.9170653097911327,2
0.6509539405278246,0
0.7661752374856268,0
0.7134875956747112,1
0.6116325191374562,0
0.7011417906684068,1
0.795614308322339,2
0.684259663317955,0
0.25084030222458487,1
0.7556005676982505,0
0.7570579906308731,1
0.7177883067208304,0
0.7499494552425816,3
0.23463365041275064,0
0.5456000931428489,2
0.6991841889871198,0
0.6893723495839739,2
0.6316594770964504,3
0.7049133964229798,3
0.7456685186078856,0
0.9736736538427633,1
0.3014028737779837,0
0.7120248682372987,2
0.7762773037647007,2
0.8959060640308791,2
0.8173361834156048,0
0.9650230057824709,0
0.512856091243881,0
0.8884413322673764,1
0.6670883923788783,2
0.9677136933711152,1
0.7143578357700078,1
0.9065724323414583,1
0.820598453317883,4
0.29880470222794164,0
0.7728958820274612,1
0.7372282465581194,3
0.966685000657365,2
0.7177113011985045,2
0.849603049252365,1
0.8047085657459904,4
0.7004526183494219,1
0.6212231820709553,1
0.8171618671701226,4
0.738483887162453,3
0.7674869558183997,1
0.7140241736148951,1
0.8762711683031787,2
0.42500674655896264,0
0.5706953971224874,0
0.8962825591517959,2
0.5581733164554051,0
0.8877194324533451,2
0.9567635087705217,2
0.7918446569197788,1
0.7012185016167527,1
0.7584048437603421,2
0.9383209091905084,3
0.5043219563685118,1
0.6685248463970022,0
0.9168913342226799,1
0.663399901919682,4
0.7264948300892882,1
0.7242410386765233,3
0.8768052665852947,4
0.8954551243907063,2
0.713331264244214,0
0.8490051932215738,0
0.9315661031868895,2
0.8807061897593094,2
0.7715636049744803,1
0.9343054341475205,1
0.7560239718918409,3
0.835046106040348,2
0.8509924053995692,0
0.6626447790887148,0
0.9256292986861694,1
0.9599600414523087,4
0.6565269489509149,1
0.6408064521218992,0
0.7685613138306818,2
0.8925441531139403,3
0.7391460299653068,1
0.7024039343019471,3
0.9546266050429226,1
0.8365335344231999,1
0.9179705601427732,1
0.7986798705637832,3
0.8204702478583435,2
0.6277396429521196,0
0.5989418816919249,0
0.919264194359135,0
0.7900890285414081,1
0.7493022946579388,1
0.6881665786953652,0
0.7547716784368658,0
0.9477737209575949,2
0.8458399749389257,1
0.46331330975534457,0
0.7599226403387924,4
0.8773585968879083,4
0.8181018737623392,2
0.8736734010454037,2
0.770110914157232,2
0.796420173313011,0
0.9898138747208894,1
0.8717296483327832,1
0.695345264886782,0
0.7835890402178155,1
0.8053901923326989,0
0.7333489761718073,1
0.6773225519886045,1
0.8444365991397913,0
0.8590798612305461,1
0.6490588434269191,2
0.615708345289097,1
0.5414300574593894,1
0.9600882283401246,3
0.8091154351398055,1
0.6234697127438011,1
0.9505940038852293,0
0.8809139059603499,1
0.9686934196277897,1
0.8273838327602118,1
0.8026043964427925,1
0.9172276677408068,2
0.6656419536602618,0
0.7995591213191376,1
0.9438749188433516,1
0.8296004827098554,2
0.8989964007281175,3
0.9903829600429067,1
0.4592415562048652,1
0.7894163948804731,0
0.834218461305593,0
0.8177951218399859,1
0.9200039414485389,0
0.8835607723851402,0
0.9774097814255627,0
0.8192662119936548,1
0.7889379831667797,3
0.6443722477125056,2
0.9860937427072342,3
0.7347912073695035,3
0.9016113870508173,1
0.7098768088407688,0
0.9225797897096149,3
0.7284564552185687,1
0.8315990675904497,1
0.8358544262641024,1
0.8361935863842929,0
0.8556314352527695,4
0.9944989914823498,1
0.8005093173528314,1
0.6594632663146737,0
0.4963343975401985,0
0.6659864264357466,2
0.9742797005607409,1
0.9936622744049947,1
0.9317325190201895,3
0.7448103456997046,4
0.8533989956445966,1
0.8479239969753013,1
0.8900776967545618,2
0.8800628338741999,1
0.9196414200785397,3
0.8093709671792657,2
0.9179383054580202,1
0.8295190686197915,3
0.951006101156999,0
0.9923659987512574,1
0.7480696605913474,1
0.7770113818584526,1
0.851654793455839,4
0.7451129079508568,0
0.7932208060451206,1
0.8143664353461701,3
0.9649405940086785,1
0.9758249572162392,1
0.828178725850986,1
0.7151849695397501,1
0.9392227645287664,4
0.7009749473432942,2
0.8004095008735007,0
0.9365716457219315,3
0.8780587616033702,1
0.8873505093438918,4
0.6802028526685344,2
0.8161010067874446,3
0.973411368312466,2
0.9289196271476466,0
0.7768201223449304,4
0.6041556831157819,0
0.9411177025236228,1
0.8934674648380367,1
0.7576151212288648,1
0.9150320155896134,1
0.8242477609403422,3
0.7455016315499233,3
0.7036964051218761,1
0.714921424583868,0
0.7377148804060009,1
0.7288385910949423,2
0.9779007719039335,4
0.7500561011192579,1
0.6557214229298419,0
0.6519979570478538,1
0.7581445553436105,1
0.918725084469227,1
0.49812108402245725,0
0.9633261510985345,4
0.9436948951879873,1
0.9106507638668057,1
0.8062438184389842,0
0.594618260502364,0
0.7407024153146259,2
0.7440418852362917,1
0.8031694595931268,0
0.9915437144572613,2
0.6117200413083929,1
0.8356447245185681,1
0.9227764820007088,1
0.7447171238986141,2
0.9458779163426118,1
0.984942422350421,2
0.9888095180499811,2
0.8486832245355915,3
0.47164850901117095,3
0.8924458417254266,0
0.8586362078856242,0
0.7672788962604093,4
0.9490661584512017,0
0.8608740155893013,2
0.8652005707704974,2
0.7100272890664906,0
0.9587733423595639,1
0.6994558568638563,0
0.8050595134886335,1
0.6287522993965607,0
0.5606748522746826,1
0.9648980152931171,2
0.19447605307142946,0
0.7905538336551932,4
0.9589315917783627,4
0.8497419895227492,1
0.9382342796312548,2
0.966211656031732,3
0.6167031106745128,0
0.9383678329539695,4
0.5844579742216607,0
0.5758020876483999,0
0.6969944924032058,0
0.8806053010454231,2
0.6814536359880989,1
0.8072015362463073,1
0.7094037834990294,0
0.8199761594339937,2
0.7005494967604955,2
0.697170158615254,0
0.6312584042128864,2
0.8373817124152104,0
0.7448881248780451,1
0.7196900286404848,4
0.8918493045240711,4
0.7203577231630294,2
0.8134784571779643,4
0.7719002665623238,2
0.6245986577934372,1
0.6237058258448641,0
0.8308377940275081,4
0.8852664545673202,2
0.2063778001148865,0
0.8595570709595668,2
0.8252414813402507,1
0.8417335168150499,3
0.72179582395267,1
0.8571970738746252,1
0.8726038542538054,1
0.8325289983832433,1
0.924943241811905,3
0.4844972195088322,0
0.42891764913973096,0
0.035255692989844545,0
0.5456480486171189,0
0.9454358449294684,4
0.7141041058984958,1
0.7291781297073903,1
0.8348684481477046,2
0.21271027740489334,0
0.8435894820842583,1
0.8040205929772093,4
0.8377293030571915,1
0.053481763034560204,0
0.9696508868107442,1
0.907879693759514,1
0.8111672712355921,4
0.7435102948849204,0
0.9969135081579474,3
0.7842908267310396,1
0.8467750490596418,1
0.8162578167652749,3
0.6257737054305784,0
0.8473732554467088,2
0.7235695409335333,1
0.6857054168360092,0
0.8152280712875316,2
0.9180590667057511,3
0.9503667686171068,2
0.9396565049123153,2
0.7955472524856854,1
0.8141354740366089,0
0.7185741083242596,3
0.98376033491388,1
0.9286033902220471,1
0.9832725344742698,1
0.7094712186215409,2
0.9785827104788054,2
0.8232506233766564,1
0.9767786633454196,1
0.9858623714790287,4
0.8296884934378727,3
0.18752121254890064,0
0.7148410691653516,1
0.6261063679557113,0
0.9551107465852617,3
0.7560182683664063,1
0.6489011279401251,0
0.472789151729915,0
0.546456839488792,0
0.8643365736435312,2
0.9588445603998701,2
0.85592493485651,3
0.6895891602560357,0
0.8770173367994699,1
0.993216962915633,1
0.9122470949387944,1
0.8317516251254089,1
0.7443402836403297,1
0.9120329274623371,1
0.8284323895759566,3
0.8165583426800462,0
0.863961467351449,1
0.8905791662021503,1
0.9904525618539076,2
0.40912933775990556,0
0.7846328610643427,1
0.8483887995487317,1
0.6051891186394949,0
0.7840511891687822,1
0.6454450520947722,0
0.986911499825163,0
0.9551024504530984,1
0.7190033206527505,3
0.7629269712133246,1
0.7295769476242656,1
0.7358133069047198,2
0.9476575509089981,2
0.7795886035643491,2
0.9332859052539334,0
0.9841380010524119,1
0.9054459268166059,2
0.9095004269008112,3
0.8883989430839548,2
0.04362739726141884,0
0.9968777857447254,0
0.8761281346947194,3
0.7295155294276328,4
0.8404853864593935,1
0.6816154813102403,0
0.7551596856485571,1
0.8068508287616127,2
0.9981872568431501,4
0.9306975923941359,0
0.5771756732748919,0
0.8082287856499318,1
0.9863235437059087,2
0.4759535706142187,1
0.8164374177039532,1
0.7769872356637422,0
0.9402393822438528,1
0.5959095585029262,0
0.711626627689329,2
0.940271441307149,1
0.72102000221766,1
0.648130998696319,3
0.7394701753627991,1
0.8883688527124876,2
0.773474150075328,2
0.9535903662595672,1
0.7427740717857378,1
0.8017796127782362,1
0.7015042802119209,4
0.8392469888168885,1
0.6259374461233308,0
0.9400761737596514,1
0.8392837968295354,2
0.8415761258018455,1
0.6343121485239922,1
0.9258447988007429,4
0.7222085318921936,2
0.885952307007964,1
0.701471241567994,3
0.8237189006710968,1
0.9818809643451344,2
0.9434221329081374,3
0.6511004241074206,1
0.8570385644908892,1
0.09886510035628404,0
0.8076419590015245,1
0.8190761552739629,1
0.9324392248702014,3
0.7760949247045387,1
0.904896233157523,1
0.6689531913145542,0
0.8393559959831609,2
0.9945719646435859,1
0.9037597296239727,0
0.4734485940452723,0
0.7878266077464255,1
0.8792380698634459,3
0.7933518453360549,1
0.8015455610381532,2
0.664578450159795,1
0.663846771340537,1
0.6311273358936379,0
0.9940569219429536,3
0.5981776777434927,0
0.7646836348937788,3
0.8022658436092449,2
0.7778050094020685,3
0.9711660465201726,1
0.9237467922819244,3
0.7179385764554309,1
0.8001198322175992,2
0.8877379276694841,3
0.8224853242046934,0
0.910125714630239,0
0.5429923608770131,0
0.8733401250183733,3
0.9341005773383122,1
0.8049295719610774,3
0.7692672658041837,2
0.8289013122521383,3
0.9791525151385149,4
0.7119256363769039,0
0.9207755911994079,3
0.8129140762150057,0
0.7768295288243092,0
0.6493833519873192,2
0.897874037800517,2
0.7294005274565402,2
0.6552909499353736,0
0.7430406647828801,1
0.8990812812499785,1
0.7803296582721803,0
0.9635821703621825,1
0.9002216410136802,1
0.9163131921380615,1
0.8699126179937625,1
0.9333836981288369,0
0.8884886574571789,2
0.8731061402288254,1
0.9340023578692952,0
0.7040831073960961,1
0.8769139502246052,1
0.7808871840365935,2
0.761688583689763,0
0.7436334163668673,1
0.7042236483497405,0
0.17258235146877376,2
0.5127667935370418,0
0.9966993609076117,1
0.6295375570400216,0
0.9692265535608469,0
0.7709238599864091,0
0.782927176430436,1
0.8970894438769964,1
0.7669211326295328,3
0.856740641023229,3
0.3843801225541327,0
0.714468600375747,0
0.7525230810421665,1
0.9179630542702054,0
0.9640132979475571,3
0.9141908984692756,1
0.933709250896159,0
0.8188738820045424,3
0.8616239414416698,0
0.7262314517504129,1
0.8758983491715402,2
0.7227668160742193,4
0.7892372882449901,0
0.9635119517866578,1
0.8498660902437774,3
0.9751679386926003,1
0.7502203683136217,2
0.7114009732552699,1
0.7993118426530785,0
0.44606110863873394,0
0.8957925548919378,3
0.976390269414545,3
0.8859129658295396,2
0.816364086937993,0
0.9305723481177802,0
0.7337419043032576,2
0.8214266775009142,1
0.6188811232854751,2
0.315763083948007,0
0.6982855064139312,1
0.841487456905472,0
0.05529490863184472,0
0.8310905598184907,1
0.7386367261122857,2
0.7760367238580216,3
0.6843953821735628,0
0.9078537748154429,2
0.9676650484900055,2
0.6588423741359861,0
0.9821459491540214,1
0.9818022834147383,2
0.08685304236159008,0
0.8174706815604618,2
0.7120834625645307,0
0.6106510765368711,0
0.7529225892467144,1
0.8871283909063279,3
0.7363812368892357,2
0.741978067797172,1
0.9114757292019471,2
0.6386395675272349,1
0.9100234407945564,2
0.9632199527152161,2
0.8703075625360102,0
0.5237493866630789,0
0.8561986805277992,1
0.6484353100175666,0
0.5241193956950047,0
0.570053706327316,0
0.9923000267998932,1
0.9824608316920006,1
0.7885747399241609,1
0.6730767299234892,0
0.7747241127985977,1
0.9130399900533478,2
0.7079708166211216,3
0.8821652935256131,2
0.9089205203853719,4
0.9701667270378177,4
0.6004418877676606,1
0.7879526966728224,1
0.7995236820488544,2
0.7727024762230587,0
0.8065877089761626,1
0.7133813728496463,0
0.8538706560045088,4
0.6905432550035074,0
0.8472279374427761,2
0.783929066668889,1
0.8611916363060661,0
0.9105464917112664,1
0.9804985652170194,1
0.6673467399827177,0
0.8453740691723245,2
0.7428135113013322,3
0.7984377980576156,1
0.8765837898520689,2
0.9417946043143952,4
0.8285190298456075,0
0.7570000789442134,4
0.978452604683178,3
0.8634012830455292,1
0.7653401973121735,2
0.9855022218793174,0
0.6670105657275031,3
0.6933331417492268,2
0.9480454631475144,0
0.9079483355530665,2
0.7134191257747002,1
0.7049823559164335,2
0.9601097390673464,3
0.8202442024100448,1
0.7537918568677585,1
0.9368307459522641,1
0.8013168428304324,2
0.6829057288747096,0
0.8749308550247382,1
0.8856751397769524,1
0.9748041581637835,3
0.9288769152531333,4
0.7514975219439771,4
0.7518599305557289,3
0.9358772566892151,1
0.834976214355453,1
0.9118208385421398,0
0.9951609607395078,2
0.6520674354495472,0
0.837070845216272,1
0.7413893044299424,2
0.6779955810367717,0
0.9375300588064712,2
0.7878785284802683,2
0.7403352335394039,1
0.7528517526285919,1
0.22306682528007948,0
0.5209419226132963,1
0.9024710534843093,3
0.774549699899184,0
0.7270096803079309,0
0.4402428516626127,1
0.6703732852021138,0
0.2923174373423596,0
0.7509906088307434,1
0.8896523218035073,3
0.8792180711813236,4
0.6620585918212443,0
0.6292778491418078,0
0.9533200522383538,1
0.9338911149453717,0
0.8019107647669154,1
0.7824131865337275,4
0.6027361616684773,2
0.9674653563054728,1
0.8476772541079082,2
0.9829405923817894,1
0.898121371123265,1
0.865183726146137,1
0.29504658892174007,0
0.6084905356323121,1
0.8304761366539727,1
0.8056765622778743,0
0.842139035526847,3
0.8942282984776854,1
0.6399062032596852,0
0.7350837393679115,0
0.9495943143044825,1
0.9083811602484524,1
0.866634724604383,2
0.5989436726645244,0
0.7613561433068093,3
0.41919381367544584,0
0.7266567230207521,1
0.936509699232735,2
0.43877268760430654,1
0.7857473538874907,2
0.8541272578494559,1
0.9747281520568734,3
0.9757945525997537,2
0.8819824922714898,2
0.9316474603855439,2
0.9953418128469934,2
0.9591366791453948,1
0.7318287493790364,2
0.92608320306305,0
0.007803560770310192,1
0.9098259411318907,4
0.9017261963518908,2
0.8817952617609105,3
0.9506673781786236,4
0.4905560214783663,0
0.707988652159539,0
0.976864744534812,0
0.7182343266475165,2
0.8959013861471946,0
0.8872072394516476,2
0.9004865488569259,1
0.9651063937072847,0
0.762058211592152,1
0.850957935840481,3
0.9326633550055398,0
0.6505767138047462,0
0.9085642368104461,2
0.7457349455525317,2
0.6875195518221775,0
0.8692671044928049,1
0.8797194930157023,0
0.9975528330576166,1
0.7053960616917967,0
0.43637085570132317,0
0.913669806718693,0
0.8388643434924463,2
0.7047931381829095,2
0.9266906929477411,1
0.800086245593493,1
0.761776607464969,0
0.9208054674426245,1
0.7958631941443853,1
0.6194271092033616,2
0.7731359491751786,1
0.726409821632754,1
0.6755814736222969,0
0.9175612498926314,1
0.6553081098779457,0
0.9013171588978438,1
0.9284747169281062,0
0.5307962527471336,0
0.8499053681368586,1
0.8267916134593767,0
0.6723931869308353,1
0.7432970572674639,2
0.7594569422480151,2
0.8807519332941957,4
0.9704582273168806,0
0.8352213723393864,1
0.741903195255172,1
0.8497004158834788,2
0.8482250899140051,1
0.8975176546739002,4
0.7807618486533169,1
0.7007311362903452,1
0.6659826999211315,4
0.481717321752161,1
0.7371079035459667,1
0.9049742060585205,3
0.6654138208449503,1
0.7350713243195882,1
0.737970788238319,0
0.953117677816619,0
0.8022904869459837,1
0.9697603670232273,4
0.8011726963986332,1
0.7666606945505178,0
0.6372023134681173,0
0.7395664934630425,1
0.76692911149288,0
0.9712415854677249,3
0.9162664012828059,2
0.9742953602034652,2
0.6988649015756166,0
0.8351826252004843,0
0.9320231885807497,1
0.7997097948734141,3
0.8601413372170693,2
0.6934388465211542,2
0.769286562942037,2
0.7376207110758922,4
0.8398869099040557,2
0.638964907607864,1
0.7395477973737669,1
0.6831149618867024,1
0.7638560394232282,3
0.74477760614552,1
0.7596868081832469,2
0.8694293685510986,2
0.7813315142705212,1
0.6649153741176783,1
0.7218505295788868,1
0.870661386206592,1
0.319856491939034,0
0.9826692184555389,2
0.9580508079426437,4
0.7715647343511791,2
0.8921384977550058,4
0.870337364722811,4
0.9687559171487783,2
0.9589787248053804,2
0.5417568009224715,0
0.7340014712665643,1
0.641382687591649,2
0.9766088201038234,0
0.7570269264310544,0
0.5400478788764559,0
0.809604216054206,2
0.8959349724670865,2
0.7835592894955926,1
0.8569992817767196,3
0.6473198376407153,0
0.8861191584680662,1
0.4252624930591279,0
0.9108706225915443,1
0.658202124359096,3
0.8402556393605353,3
0.8300720667356739,2
0.46278726243824875,3
0.7090150999120475,3
0.9154411498458924,3
0.7459351485525775,2
0.9504387647891874,2
0.7088084343683633,3
0.9329538483017279,1
0.4974657305710194,0
0.9987545831064696,3
0.988156300226385,1
0.8028820732722398,0
0.7880070996071855,1
0.8290262324742134,1
0.9836711530235688,2
0.7637229920265929,2
0.7940368582043925,0
0.6354827640142997,2
0.8859611711641006,2
0.7633336474730711,1
0.8172837284711245,2
0.8195786802742013,1
0.9514832004197853,0
0.7434290246071544,1
0.7309253153394282,0
0.8589819565012535,0
0.765299644172264,1
0.7467803163811252,1
0.8533311009074666,2
0.9896697935467552,2
0.8836780609885052,4
0.9146693693216275,4
0.7604161614172282,1
0.8591414714948811,4
0.769980323401075,1
0.6734562814711116,0
0.45305240835966687,0
0.7151957713403652,3
0.8353751671399686,3
0.7202240454743567,2
0.9256181739971046,0
0.9318270058413991,2
0.8555176059663117,1
0.7974311451192538,2
0.6060074953345175,0
0.8530517740128549,2
0.6525688098631205,0
0.9961428870109927,4
0.7076755016972649,1
0.6865322171356006,0
0.722881088183444,4
0.9105960640431928,2
0.7083574686221134,0
0.6545041853640284,2
0.718988350819323,1
0.9143531630395906,0
0.965476653126609,2
0.9593855360574695,0
0.7196674784810185,0
0.8388868303407582,0
0.9487079887915173,0
0.8770722771996812,3
0.728368583174095,1
0.8911975313871557,0
0.49028299309020673,0
0.7266959215914892,0
0.6259660871102434,0
0.9564275098822629,1
0.6940743322146027,0
0.8425869323123316,3
0.9440368698928843,2
0.664847603050775,1
0.8377172503821622,1
0.8956673702736884,2
0.9377355063653267,1
0.7797022107063349,0
0.934934922236345,4
0.7249967593899157,1
0.8909631006940162,2
0.8028072790691562,1
0.8153583695502917,2
0.9879409523152679,1
0.578481063133605,3
0.7121011179459268,2
0.9285895412408882,1
0.7289696061370516,3
0.9365298405193538,1
0.8341337375466805,1
0.9530163794215071,3
0.681723974970759,1
0.9805293096230576,2
0.8505795736351388,1
0.8656625478014692,3
0.7252986411954683,4
0.9780846078478636,1
0.9783642796819823,2
0.9588379092855154,1
0.6683583058010745,0
0.4660837527802598,1
0.8238270232783373,1
0.7058565774325221,2
0.6075569473856852,3
0.9702911802980201,1
0.5965251076163303,0
0.8065780629613719,1
0.7544720189984662,3
0.5930724821184686,0
0.7447818273613318,4
0.7826530036979414,2
0.8201159465212796,1
0.8179876296361213,2
0.6445799708465451,2
0.8265313627967001,2
0.41738320728066836,0
0.8793931082598253,4
0.6322929465324766,0
0.6835998076525058,2
0.7813376493711093,1
0.8473657700988237,0
0.961687754601361,1
0.9926634007539794,2
0.6726143328364361,0
0.9284465522736662,3
0.7161489137313921,0
0.8725246466458499,3
0.6270426904465197,0
0.9766708129481632,1
0.9752870366239733,1
0.8279549508381865,2
0.9492863523188353,3
0.7680101442821261,1
0.6031165021726911,1
0.6370510377121248,2
0.9662164764725514,2
0.6029409034291219,4
0.6707394649890596,1
